x,y,xa,ya
-140,200,-120.77706161016036,231.35791095804103
-130,100,-118.03595851425149,137.8197735364855
-130,105,-117.52246034383349,142.16306875252153
-130,110,-117.09437945689623,146.61478542042116
-130,115,-116.82331277900639,151.39747407665376
-130,120,-116.39682979775934,155.7289715426405
-130,125,-116.11367210970482,160.1988669903993
-130,130,-115.69044522945504,165.26368453795453
-130,135,-115.30337719525463,170.14129710576788
-130,140,-115.09431367516802,174.359402557023
-130,145,-114.81777535427918,178.9390355496952
-130,150,-114.27746012368267,182.95741556886952
-130,155,-114.0835666377842,188.65188561354034
-130,160,-113.76199521656069,193.21707092716414
-130,165,-113.40389663421881,197.64908788489436
-130,170,-113.01017437844858,202.817366323362
-130,175,-112.73171400294883,207.08421636360245
-130,180,-112.4311999462125,211.69617947292923
-130,185,-112.1745060242161,216.2795648207164
-130,190,-111.64480311396883,221.69806001077075
-130,195,-111.53145149292058,225.92351887080258
-130,200,-111.22962554748115,230.35599879157573
-120,105,-108.90920599870064,141.42254148166361
-120,110,-108.4935442238527,146.02363524428608
-120,115,-108.10925074764253,150.23048054311047
-120,120,-107.72687969020089,154.90847680017976
-120,125,-107.38867837833254,159.91012826690974
-120,130,-107.03965433335826,164.24886888330676
-120,135,-106.71210954501454,168.5462661518513
-120,140,-106.51371513289041,173.0687568963473
-120,145,-106.12308644197194,178.09584384911253
-120,150,-105.86086577059181,182.15340174634318
-120,155,-105.51730902712826,187.63627542202855
-120,160,-105.18410453571249,191.62604059767736
-120,165,-104.79997957402699,196.02700285748293
-120,170,-104.46699966106185,201.36323022172985
-120,175,-104.16002652627014,205.68253922808518
-120,180,-103.82343039890814,211.03948827249405
-120,185,-103.41711865239571,214.98490732253723
-120,190,-103.12365320991965,219.53376800719866
-120,195,-102.7320975112631,223.41154849115813
-120,200,-102.44606251492287,229.43870587547153
-110,110,-98.91901063038736,144.41576751968523
-110,115,-98.58629253242056,149.2593352209073
-110,120,-98.22152716614394,153.89134386060928
-110,125,-97.9243167214147,158.76707433412415
-110,130,-97.3649236070188,163.3244570204603
-110,135,-97.09608108613901,167.80352457107128
-110,140,-96.73477818908907,172.579144478214
-110,145,-96.55371414246449,177.1063457334857
-110,150,-96.31331408305446,181.43296402481215
-110,155,-95.72145189090753,186.94141729276345
-110,160,-95.5967813403462,190.76034841075787
-110,165,-95.29612057610773,195.45836866033542
-110,170,-94.84297438375542,200.61899871212103
-110,175,-94.42418861824508,205.19644539305932
-110,180,-93.87640637161746,209.85937455389254
-110,185,-93.56990487360684,214.76846371272174
-110,190,-93.43831178974888,219.38648700340013
-110,195,-93.12923856984953,223.7676324451184
-110,200,-93.95297902214394,228.5772313496534
-100,110,-90.02911506275603,144.0602280757488
-100,115,-89.7464499352844,148.95945091664078
-100,120,-89.48421647894128,153.3208541322954
-100,125,-88.94476000437756,158.05528724935883
-100,130,-88.59300360651903,162.85200898066216
-100,135,-88.19718856465528,167.1437183691253
-100,140,-87.59447665178689,172.38461350093985
-100,145,-87.52609796682479,176.5011974836388
-100,150,-87.14656893682124,180.0853726584803
-100,155,-86.76278897074742,186.64639103825024
-100,160,-86.47740591559116,190.76347033030856
-100,165,-86.09537985814963,195.69829046497014
-100,170,-85.72989319024813,200.44910647466293
-100,175,-85.2551862396972,204.51493934106276
-100,180,-84.97767852913788,209.19387774166606
-100,185,-84.64240447276555,214.15556076674537
-100,190,-84.31517114690266,218.85367988266913
-100,195,-84.08486342006856,223.28490491437174
-100,200,-83.90890532746987,228.1801448668998
-90,120,-80.0411033295842,152.78072427854954
-90,125,-79.70957808210458,156.52287006512591
-90,130,-79.39052571229156,161.09828207660703
-90,135,-79.01257692753559,165.75413594250952
-90,140,-78.62090873422369,170.7842655630684
-90,145,-78.1467306353184,175.19654796222255
-90,150,-78.02386438375244,180.30936034908825
-90,155,-77.66141361027151,185.46882424549378
-90,160,-77.23321676848128,190.36942976112846
-90,165,-76.87379719182697,194.5206342057421
-90,170,-76.34256468309992,199.47389996449903
-90,175,-76.179199080672,204.0976066268306
-90,180,-75.7845104260715,208.45484099554227
-90,185,-75.60003690714501,213.1153049651365
-90,190,-76.25523983682271,217.8806690552282
-90,195,-75.17114078706909,222.43842773325088
-90,200,-74.87585137587499,228.04012125363926
-80,120,-70.51314852546346,152.58513847100204
-80,125,-70.34884671518607,156.067808790275
-80,130,-70.15345246109283,161.08503603521427
-80,135,-69.82763298455177,165.42796372405311
-80,140,-69.87749647809319,170.13910949139014
-80,145,-69.53712360076152,175.05700523174502
-80,150,-69.23613893996361,180.00621865533492
-80,155,-68.69024851720125,184.33151218983508
-80,160,-67.90307628998717,189.8176246210166
-80,165,-67.47938209386746,194.06070845232193
-80,170,-66.66104702791749,198.57334730462497
-80,175,-66.69387368133519,203.6000041395958
-80,180,-66.40176152275653,207.96873756680466
-80,185,-66.41265269226072,212.42137545057435
-80,190,-65.79707312119154,217.83948572610214
-80,195,-66.20090695100623,222.56948988115082
-80,200,-65.52547250634939,227.37651270846607
-70,120,-61.21253794961492,150.85143084094204
-70,125,-60.90183281015705,154.89226590641442
-70,130,-60.78196879273262,159.45395981637728
-70,135,-60.49103628970018,164.45079788013234
-70,140,-60.17031924136215,169.10231116145889
-70,145,-59.76288917605615,174.11407340672608
-70,150,-59.28328864757867,178.82829435644172
-70,155,-58.948495749943994,183.36341685459018
-70,160,-58.47645756841718,188.67813151031083
-70,165,-58.14510542996889,193.0406157091498
-70,170,-57.81208059863447,198.6172094009396
-70,175,-57.593273612667474,201.5702840390031
-70,180,-56.96143535891136,207.82631846572815
-70,185,-56.82233795475843,211.83743167161828
-70,190,-56.511104569669186,216.49193479371024
-70,195,-56.187605335314,221.50362322757627
-70,200,-55.09439544740792,226.0179081800697
-60,120,-51.028443126246714,150.72122872658278
-60,125,-51.35119001618526,154.47549641245286
-60,130,-50.825425146156924,159.73654095915393
-60,135,-50.67106280002885,163.41194217562668
-60,140,-51.67600661805009,168.1900692887796
-60,145,-50.015721398078334,173.03429899611552
-60,150,-49.70628103495038,177.35098965345585
-60,155,-49.05919712043595,183.4759277852008
-60,160,-49.00670688996624,187.27273301200412
-60,165,-48.46790164601428,192.24076490881666
-60,170,-48.0013084996217,197.51959923792427
-60,175,-47.81645870032935,200.96884241651287
-60,180,-47.38857490106708,205.71049622915993
-60,185,-47.028353641189526,211.27644105750684
-60,190,-47.60355429605648,215.94050132711888
-60,195,-46.71211289679228,220.90432096771133
-60,200,-46.42656272571582,225.3045626258067
-50,120,-41.84657913667119,149.3996907646847
-50,125,-41.27506835056335,153.1691780015902
-50,130,-42.09151510733935,158.0885282995559
-50,135,-41.45755414116937,163.53161637234342
-50,140,-41.45352102744936,167.80427172744768
-50,145,-41.16555715558288,173.00403700303485
-50,150,-40.86438751813934,177.96525307277787
-50,155,-39.522376027880846,182.6116329146128
-50,160,-39.157454169329505,187.15543445245495
-50,165,-38.26418259623959,192.1493560639421
-50,170,-38.436224119975904,196.10468492481624
-50,175,-38.172661624788645,200.11873370476332
-50,180,-37.69067763406805,205.704884917631
-50,185,-37.051811494992194,211.27983718211635
-50,190,-37.03944570830358,215.58633288447746
-50,195,-36.80879245711108,220.20446493926815
-50,200,-35.90991929144696,224.15624710680447
-40,120,-32.50268567148957,149.17651141436485
-40,125,-32.53480746795495,153.1293227542655
-40,130,-31.789728856158977,158.0752271653195
-40,135,-31.884162429088754,162.63223915526794
-40,140,-31.3117070142727,167.69390197712912
-40,145,-30.6829026905126,172.40884840110536
-40,150,-30.334023270157566,176.44970195792368
-40,155,-29.949146234416027,181.27037210246007
-40,160,-30.02595686588325,186.02490437260263
-40,165,-28.795773814390465,190.83139330663192
-40,170,-29.079818162629106,195.9005269587403
-40,175,-28.45421024092295,199.08745039005757
-40,180,-28.12756304075249,204.75465710107503
-40,185,-28.06291835249677,210.078707162899
-40,190,-27.549108466497515,214.77145177718768
-40,195,-27.28875359783473,219.83897483528938
-40,200,-26.998150486155733,223.9805743215961
-30,120,-23.408580687364665,147.84346550923235
-30,125,-23.312205705699867,151.62475806850182
-30,130,-22.78915955391295,156.5636053719575
-30,135,-22.40958635205771,161.11927885664556
-30,140,-22.003313152628127,166.5581138031629
-30,145,-21.589187681554503,171.4695264429195
-30,150,-21.28874974803083,175.22558320945615
-30,155,-20.92712723469114,180.44390449306582
-30,160,-20.512310347131518,185.36423292657815
-30,165,-20.135403441425286,190.06349505437652
-30,170,-19.68544772607782,194.41985615112753
-30,175,-19.341260513840552,199.38901817456022
-30,180,-18.98393164361447,204.03382279850786
-30,185,-18.563871002734423,208.74691323807087
-30,190,-18.25753057580081,212.5166152079169
-30,195,-17.73631084791665,217.67214129889103
-30,200,-17.448922948189722,222.95454534509167
-20,120,-14.130549689933353,146.466957603771
-20,125,-13.52483819395412,151.0018905158514
-20,130,-13.483710496996174,155.88444614281735
-20,135,-13.118894723505685,160.45233653227848
-20,140,-12.765835219652907,165.68878375706947
-20,145,-12.421011525401292,169.60688376356137
-20,150,-11.987120529153675,174.7088636251264
-20,155,-11.615664241973196,179.8357360859333
-20,160,-10.661389228882879,184.89442444807156
-20,165,-10.340210244195633,189.31373191586079
-20,170,-9.95021027624316,193.78816928480404
-20,175,-9.616815546050917,198.02148372476756
-20,180,-9.258850809069088,203.41604081050153
-20,185,-8.696585489541754,208.43371936712964
-20,190,-8.210055466557533,213.1360173784744
-20,195,-8.019540622206252,217.4728757522228
-20,200,-7.735506014031014,222.7678937753864
-10,120,-4.142394879916562,145.97527264300447
-10,125,-3.9712428114898746,151.37677266409662
-10,130,-3.6569012360486033,155.3223571325162
-10,135,-3.231132927856159,159.64252637364825
-10,140,-2.981699179038216,163.96617006699498
-10,145,-2.463253852737007,169.50903069055968
-10,150,-2.062216126682947,173.7817010295301
-10,155,-1.7880531392459147,179.14048463834632
-10,160,-1.465293636677958,183.43151186051583
-10,165,-0.600752226491988,188.34809187818678
-10,170,-0.06370105560065209,193.61049327847147
-10,175,-0.24538245242814394,198.37701743736864
-10,180,0.25150720432448315,203.28569140347338
-10,185,0.5005943475694199,207.90760204986844
-10,190,0.9638540448211019,212.20628661095606
-10,195,1.3310409383975736,217.00740020778073
-10,200,1.6346757045650966,221.7361876022393
0,120,5.923684412460813,144.97958826824035
0,125,6.241139909636688,150.6690186955295
0,130,6.507314915701181,154.8039043754305
0,135,6.843664080526331,160.88248601952262
0,140,7.173591506252352,164.55262493734156
0,145,7.295001919090072,169.1203291555275
0,150,7.501959798352272,173.26636511543316
0,155,7.827738660940905,179.0321290601991
0,160,8.358303524492932,182.66000384818747
0,165,8.66872605714444,188.05053488959987
0,170,9.057238021302178,192.5719204792446
0,175,9.550252105557181,197.99623976323716
0,180,9.87042433072131,202.39597042089193
0,185,10.41076999348306,206.51476904926787
0,190,10.855983971426797,211.65369240809025
0,195,11.545972693530391,216.98820626051258
0,200,12.244885861015481,221.1507958035105
